S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x105,ABC144,RouteD,LocationM,55000,1731922532.6748505,36,3756,14.643237486687966,0000000000000000000000000000000000000000000000000000000000000000,55c0beca7874daf23db6f9010a9744fdb13f2eb882ba5f3deac8cd7ab4a2ed4c,False,low,low
2,0x105,ABC144,RouteD,LocationN,55000,1731922544.2064462,126,5657,9.72246773908432,55c0beca7874daf23db6f9010a9744fdb13f2eb882ba5f3deac8cd7ab4a2ed4c,83eda074535b17d0a1d15b90b5baf9163602f2a34f7abc351cc969e525442cd4,True,high,high
3,0x105,ABC144,RouteD,LocationO,55000,1731922549.195285,43,6740,8.160237388724036,83eda074535b17d0a1d15b90b5baf9163602f2a34f7abc351cc969e525442cd4,d903a174f2c6eece03fb2df7fd7e83d30b4ab4fd23db87522154bf4ddf2d5e2c,False,low,low
4,0x105,ABC144,RouteD,LocationP,55000,1731922554.197945,67,8733,6.297950303446696,d903a174f2c6eece03fb2df7fd7e83d30b4ab4fd23db87522154bf4ddf2d5e2c,3a8c9c2cbb6a3e3c9d066db32f46cf7eb6b564f284d078a3185bf2daca325d84,False,medium,medium
5,0x105,ABC144,RouteD,LocationQ,55000,1731922559.1970255,139,10672,5.153673163418291,3a8c9c2cbb6a3e3c9d066db32f46cf7eb6b564f284d078a3185bf2daca325d84,b067511054c0de4238025d2c56488ee0a19e1b472ee9acd4e1d3a37753653d9b,True,high,high
6,0x105,ABC144,RouteD,LocationR,55000,1731922564.195897,47,12641,4.350921604303457,b067511054c0de4238025d2c56488ee0a19e1b472ee9acd4e1d3a37753653d9b,49c3363d373980c5a250b1decd5d965315e665583398ef886a94ef1a98396596,False,high,high
7,0x105,ABC144,RouteD,LocationM,55000,1731922569.197976,87,14022,3.922407645129083,49c3363d373980c5a250b1decd5d965315e665583398ef886a94ef1a98396596,bb6cf45c7b0c9a9552137d64fa6e0c0119f6f97029ebddf4ce0a83ae34e887bd,False,high,high
8,0x105,ABC144,RouteD,LocationN,55000,1731922574.1975994,62,16077,3.421036262984388,bb6cf45c7b0c9a9552137d64fa6e0c0119f6f97029ebddf4ce0a83ae34e887bd,bfe346ef4fd7968bedbdd3df53fbf8d4e2e7e80317e7a35e7ee842bf54b082aa,False,high,high
9,0x105,ABC144,RouteD,LocationO,55000,1731922579.2006938,46,17200,3.197674418604651,bfe346ef4fd7968bedbdd3df53fbf8d4e2e7e80317e7a35e7ee842bf54b082aa,62be7fb9c7c306ae4c4ee1735748906c49d7fbaf475711d6b65a9cb56131c962,False,high,high
10,0x105,ABC144,RouteD,LocationP,55000,1731922584.2019231,124,19084,2.8819953888073777,62be7fb9c7c306ae4c4ee1735748906c49d7fbaf475711d6b65a9cb56131c962,aa306f4dce8c3a58a53d6267026be296af4e325388273d94d7ecd96f3706c7c6,True,high,high
11,0x105,ABC144,RouteD,LocationQ,55000,1731922589.2025733,88,20825,2.641056422569028,aa306f4dce8c3a58a53d6267026be296af4e325388273d94d7ecd96f3706c7c6,d5b2985e174f694037a321b8cbe86d082bcb9770dee389bd2f8a602aed9adef2,False,high,high
12,0x105,ABC144,RouteD,LocationR,55000,1731922594.2038803,140,22469,2.447816992300503,d5b2985e174f694037a321b8cbe86d082bcb9770dee389bd2f8a602aed9adef2,95235c7c26bf552ebec3f0d62dee1ffcb9cab9133a8d6b4ebd92cc222617dc58,True,high,high
13,0x105,ABC144,RouteA,LocationA,22000,1731922599.2043774,86,23737,0.9268231031722628,95235c7c26bf552ebec3f0d62dee1ffcb9cab9133a8d6b4ebd92cc222617dc58,c9a0d9c62d13b36f11bc22bc494bab79d084431f09e4aa33309c420e4521b9ec,False,high,high
14,0x105,ABC144,RouteA,LocationB,22000,1731922604.205715,57,25125,0.8756218905472637,c9a0d9c62d13b36f11bc22bc494bab79d084431f09e4aa33309c420e4521b9ec,0449dd39ad01988a8adec1f833db9c0cf52e086698964735f49930eab9a59253,False,high,high
15,0x105,ABC144,RouteA,LocationC,22000,1731922609.2055156,127,26168,0.840721491898502,0449dd39ad01988a8adec1f833db9c0cf52e086698964735f49930eab9a59253,ddc6056e8b7dc5dda5611a91e55cedb1e36e6b0db9e1e18a518d1abed891a17a,True,high,high
16,0x105,ABC144,RouteA,LocationD,22000,1731922614.207664,120,27420,0.8023340627279358,ddc6056e8b7dc5dda5611a91e55cedb1e36e6b0db9e1e18a518d1abed891a17a,29905eba074195bb5907d6b98370ec14c337867d790cfa41afb53bc18f5328dc,True,high,high
17,0x105,ABC144,RouteC,LocationH,40000,1731922619.2091298,35,28422,1.4073604953908945,29905eba074195bb5907d6b98370ec14c337867d790cfa41afb53bc18f5328dc,95dba7730954a6a9641e72ff0c4d3cf7575810ebd928177e16c892ed83e30440,False,high,high
18,0x105,ABC144,RouteC,LocationI,40000,1731922624.20912,25,30814,1.2981112481339652,95dba7730954a6a9641e72ff0c4d3cf7575810ebd928177e16c892ed83e30440,c8b2a806980ee3a8349196b252dfc9735f8489d7457c4ae34efae63182b98d76,False,high,high
19,0x105,ABC144,RouteC,LocationJ,40000,1731922629.2090535,123,32246,1.2404639335111332,c8b2a806980ee3a8349196b252dfc9735f8489d7457c4ae34efae63182b98d76,ad99c7d6e95ddb4aefa882d04fd1b3d005efbf944f7b2a99f9353cfe2953d984,True,high,high
20,0x105,ABC144,RouteC,LocationK,40000,1731922634.210927,120,34610,1.1557353366079168,ad99c7d6e95ddb4aefa882d04fd1b3d005efbf944f7b2a99f9353cfe2953d984,9d64867adf34885339e021fa89f3eecd5c2827cf20716a6392fe4ed59aa638e2,True,high,high
21,0x105,ABC144,RouteC,LocationL,40000,1731922639.2120955,99,36815,1.0865136493277197,9d64867adf34885339e021fa89f3eecd5c2827cf20716a6392fe4ed59aa638e2,442a2b37c8718c337cc5156733e7d6a9118d1ac291969d5342c977788a3b6fac,False,high,high
