S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x111,ABC569,RouteB,LocationE,7000,1731922538.1842442,72,3455,2.0260492040520983,0000000000000000000000000000000000000000000000000000000000000000,7ad17fb8db6553b4ef4a63b7ba3989f2184f6bb7cee75a8b7c5338ebd164f303,False,high,high
2,0x111,ABC569,RouteB,LocationF,7000,1731922543.7126138,86,5762,1.2148559527941687,7ad17fb8db6553b4ef4a63b7ba3989f2184f6bb7cee75a8b7c5338ebd164f303,83b5d91e5e56eb35ec0859e01daf3e49d982a83f61eb32ecc56fa7cb2c2ef7ad,False,high,high
3,0x111,ABC569,RouteB,LocationG,7000,1731922544.707275,56,7067,0.9905193151266448,83b5d91e5e56eb35ec0859e01daf3e49d982a83f61eb32ecc56fa7cb2c2ef7ad,a2ae9c015eaa572d2821d1e3d63ae92a50c57ebb0fcf47ce8916a10de2daf678,False,high,high
4,0x111,ABC569,RouteD,LocationM,55000,1731922549.2163486,32,8461,6.500413662687626,a2ae9c015eaa572d2821d1e3d63ae92a50c57ebb0fcf47ce8916a10de2daf678,6a9f7cb010532455bb7e0c8259b38559871ad20f1c9877330622dbb56d16c746,False,low,low
5,0x111,ABC569,RouteD,LocationN,55000,1731922549.7070253,109,10501,5.2375964193886295,6a9f7cb010532455bb7e0c8259b38559871ad20f1c9877330622dbb56d16c746,261c7daf9b4fe696d92dc21cf4c0474985a73ac501de3de82967b152f3b68eb2,True,high,high
6,0x111,ABC569,RouteD,LocationO,55000,1731922554.2091038,21,12756,4.311696456569457,261c7daf9b4fe696d92dc21cf4c0474985a73ac501de3de82967b152f3b68eb2,d94ba8cf726142631e515f0813464da7b4f5ec64301480c81ecf1ed7a2c0f828,False,high,high
7,0x111,ABC569,RouteD,LocationP,55000,1731922554.706628,144,15104,3.641419491525424,d94ba8cf726142631e515f0813464da7b4f5ec64301480c81ecf1ed7a2c0f828,6dab7ce1235d6f7b5c1d7ca21af6c394dfdcde427bf06f10266f9dcf7227fcdd,True,high,high
8,0x111,ABC569,RouteD,LocationQ,55000,1731922559.2063155,71,16954,3.244072195352129,6dab7ce1235d6f7b5c1d7ca21af6c394dfdcde427bf06f10266f9dcf7227fcdd,0e093477db6187e743fbe0962401573c5c3a70a2418f4252beecf30f70c774db,False,high,high
9,0x111,ABC569,RouteD,LocationR,55000,1731922560.2122824,48,18627,2.952703065442637,0e093477db6187e743fbe0962401573c5c3a70a2418f4252beecf30f70c774db,87ae515087acf34a3de8f2b7c52af7cd12b79fd82822d2cd71e5ad60b16c1b28,False,high,high
10,0x111,ABC569,RouteC,LocationH,40000,1731922564.209529,147,21104,1.8953752843062923,87ae515087acf34a3de8f2b7c52af7cd12b79fd82822d2cd71e5ad60b16c1b28,d182a6f53c4d55e971889a50684d7a7ed3dd3cfae96306e9efdc8fd8ad28ba2b,True,high,high
11,0x111,ABC569,RouteC,LocationI,40000,1731922565.2207854,96,23507,1.7016207938061003,d182a6f53c4d55e971889a50684d7a7ed3dd3cfae96306e9efdc8fd8ad28ba2b,d82ce5afdb8aeeda050176cd318fdb79e4855b108ae4e0e97b972677c021c05e,False,high,high
12,0x111,ABC569,RouteC,LocationJ,40000,1731922569.22148,85,24643,1.623178996063791,d82ce5afdb8aeeda050176cd318fdb79e4855b108ae4e0e97b972677c021c05e,01930fb7f4096ec34fbcfb7e0d8a945bf15c9001e559aaa4d2f81c3f3f211fdd,False,high,high
