S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x156,ABC291,RouteC,LocationH,40000,1731922531.6782565,70,4151,9.63623223319682,0000000000000000000000000000000000000000000000000000000000000000,7187286b0757e3db213a492400a7f5ef0beebb0065950f2a3ad3886acb0bd5e7,False,medium,medium
2,0x156,ABC291,RouteC,LocationI,40000,1731922537.1702452,51,5925,6.751054852320675,7187286b0757e3db213a492400a7f5ef0beebb0065950f2a3ad3886acb0bd5e7,debe03cff1de6894ec0ac4b6ced2fbeeb2044696088fc6041d32e0432e8a1568,False,medium,medium
3,0x156,ABC291,RouteC,LocationJ,40000,1731922542.17078,124,7169,5.579578741804994,debe03cff1de6894ec0ac4b6ced2fbeeb2044696088fc6041d32e0432e8a1568,8dcf14579c98349ed59382978726975d83f7823a172c828c08874964bcb8bd81,True,high,high
4,0x156,ABC291,RouteC,LocationK,40000,1731922547.1708615,93,8684,4.606172270842929,8dcf14579c98349ed59382978726975d83f7823a172c828c08874964bcb8bd81,05bae33663ff5f820b70b9692e3d2cbecd9d945455ae2336ba1732bc5e9da93c,False,high,high
5,0x156,ABC291,RouteC,LocationL,40000,1731922552.1748166,71,10931,3.659317537279297,05bae33663ff5f820b70b9692e3d2cbecd9d945455ae2336ba1732bc5e9da93c,ba443166a1cde80a3b745a7f62df771b25ea64f3a7e7bac96f818be7e1cd0e80,False,high,high
6,0x156,ABC291,RouteC,LocationH,40000,1731922557.1732285,147,13248,3.0193236714975846,ba443166a1cde80a3b745a7f62df771b25ea64f3a7e7bac96f818be7e1cd0e80,cc0969451ed7fb6226c167ac97b0a13ecbbe811637d7a611a3433796baf03f70,True,high,high
7,0x156,ABC291,RouteC,LocationI,40000,1731922562.1730893,24,15240,2.6246719160104988,cc0969451ed7fb6226c167ac97b0a13ecbbe811637d7a611a3433796baf03f70,9a82222dcdd972e84d463c344a04fd17abc15c0c80eeff7e47641f17a0d4658f,False,high,high
8,0x156,ABC291,RouteC,LocationJ,40000,1731922567.1738749,118,17205,2.3249055507120024,9a82222dcdd972e84d463c344a04fd17abc15c0c80eeff7e47641f17a0d4658f,53bf415798f12876011bb66c6ca510a965b0c5bf059ac03661dc9371ba2e7f56,True,high,high
9,0x156,ABC291,RouteC,LocationK,40000,1731922572.1761174,111,19603,2.040504004489109,53bf415798f12876011bb66c6ca510a965b0c5bf059ac03661dc9371ba2e7f56,1a149edf88df3d7b39591442d42a448b3e00655bd476abe2c6843d1f129a84d3,True,high,high
10,0x156,ABC291,RouteC,LocationL,40000,1731922577.1769714,149,20841,1.91929369991843,1a149edf88df3d7b39591442d42a448b3e00655bd476abe2c6843d1f129a84d3,f3d57bb388b1224192ab7410a21316373b253569f6eb5f21031798a20b4a4d61,True,high,high
11,0x156,ABC291,RouteB,LocationE,7000,1731922582.1783197,105,22755,0.3076246978686003,f3d57bb388b1224192ab7410a21316373b253569f6eb5f21031798a20b4a4d61,6e0c8a4e363abb7f6f4835e0a80fb569b9b1e1a12d319bc46cc4ce325a040436,True,high,high
12,0x156,ABC291,RouteB,LocationF,7000,1731922587.1787708,73,24863,0.2815428548445481,6e0c8a4e363abb7f6f4835e0a80fb569b9b1e1a12d319bc46cc4ce325a040436,6ea055054b69a6414f2278d829f08722f19cc7b597fe5c4e389f49ed6384bdfe,False,high,high
13,0x156,ABC291,RouteB,LocationG,7000,1731922592.178626,134,26040,0.2688172043010752,6ea055054b69a6414f2278d829f08722f19cc7b597fe5c4e389f49ed6384bdfe,97baf2564620f43ca81c22df8cf38670c9c023da28258d6cece46cbd166acbff,True,high,high
14,0x156,ABC291,RouteD,LocationM,55000,1731922597.1797168,38,28046,1.9610639663410112,97baf2564620f43ca81c22df8cf38670c9c023da28258d6cece46cbd166acbff,94baa5b390551d78ecabb31cdebd4aa82df02285bd9223b7acb03b83d1c573d2,False,high,high
15,0x156,ABC291,RouteD,LocationN,55000,1731922602.1878667,59,29239,1.881049283491228,94baa5b390551d78ecabb31cdebd4aa82df02285bd9223b7acb03b83d1c573d2,f0aa3827a2d177c08f3f749d574b5d71afad9340c50e37e7652837819c44891b,False,high,high
16,0x156,ABC291,RouteD,LocationO,55000,1731922607.1850784,80,31647,1.7379214459506431,f0aa3827a2d177c08f3f749d574b5d71afad9340c50e37e7652837819c44891b,fb4fe45e095e38fcb3b6a3fa92f2d89d8a203d49780a9ba798db2e8414c31001,False,high,high
17,0x156,ABC291,RouteD,LocationP,55000,1731922612.1851387,32,32810,1.6763181956720512,fb4fe45e095e38fcb3b6a3fa92f2d89d8a203d49780a9ba798db2e8414c31001,261386793fa537ae6761fc676dc280052a7f8f2409a3144cfefb92ae20ad24fe,False,high,high
18,0x156,ABC291,RouteD,LocationQ,55000,1731922617.1869273,123,34463,1.5959144589849985,261386793fa537ae6761fc676dc280052a7f8f2409a3144cfefb92ae20ad24fe,61c41e739d97fada6c7e9047dbfd6f2c76a0a3573825fa77bd43d5b93132cff9,True,high,high
19,0x156,ABC291,RouteD,LocationR,55000,1731922622.1882222,38,36500,1.5068493150684932,61c41e739d97fada6c7e9047dbfd6f2c76a0a3573825fa77bd43d5b93132cff9,a439a04a65dd5b5cdde571f96a0ff23f7c1b3d6706a1049a1beb3f1cbe468e81,False,high,high
20,0x156,ABC291,RouteB,LocationE,7000,1731922627.1897776,84,37529,0.1865224226598097,a439a04a65dd5b5cdde571f96a0ff23f7c1b3d6706a1049a1beb3f1cbe468e81,d9d6eb8df39a4e400d0c7688344ba0dc7ff1885b1d04dd9718188049630b4d05,False,high,high
21,0x156,ABC291,RouteB,LocationF,7000,1731922632.190603,124,39983,0.1750744066228147,d9d6eb8df39a4e400d0c7688344ba0dc7ff1885b1d04dd9718188049630b4d05,7484e79bc0f215a921c5412f0f17af1340100f69bc188caa12a20d82eb2618a2,True,high,high
22,0x156,ABC291,RouteB,LocationG,7000,1731922637.2086637,65,42000,0.1666666666666666,7484e79bc0f215a921c5412f0f17af1340100f69bc188caa12a20d82eb2618a2,f63f860a6e6487ac9cd22eb36c924702ccf6a8506e69adbcfa5fe9a6afca976e,False,high,high
23,0x156,ABC291,RouteA,LocationA,22000,1731922642.1939323,68,43060,0.5109150023223409,f63f860a6e6487ac9cd22eb36c924702ccf6a8506e69adbcfa5fe9a6afca976e,ba78c7375134566f92cf5e934dc945ece098e531f8148f00ded916717da0e7a0,False,high,high
24,0x156,ABC291,RouteA,LocationB,22000,1731922647.1956024,126,45225,0.4864566058595909,ba78c7375134566f92cf5e934dc945ece098e531f8148f00ded916717da0e7a0,78f1dba75245c84b736801434c1fb810fb9f6dfab76282aaf00f58eda25a945a,True,high,high
25,0x156,ABC291,RouteA,LocationC,22000,1731922652.1962364,68,47208,0.4660227080155906,78f1dba75245c84b736801434c1fb810fb9f6dfab76282aaf00f58eda25a945a,bf96a2090c1d95eb7724580e056e9942d9df4cca6c7e60268740859a6572361a,False,high,high
26,0x156,ABC291,RouteA,LocationD,22000,1731922657.197413,98,48440,0.4541701073492981,bf96a2090c1d95eb7724580e056e9942d9df4cca6c7e60268740859a6572361a,d728093a1cbca5e9bfa515ffbd47ae7273b692d388276ed38d012f9ccd682564,False,high,high
27,0x156,ABC291,RouteA,LocationA,22000,1731922662.1976318,141,50831,0.4328067517853278,d728093a1cbca5e9bfa515ffbd47ae7273b692d388276ed38d012f9ccd682564,ab1b70501a94c0b4f118a30f79ab8c00fd9347d55d82d839fb133ce61845fe99,True,high,high
28,0x156,ABC291,RouteA,LocationB,22000,1731922667.2035584,66,53034,0.4148282234038541,ab1b70501a94c0b4f118a30f79ab8c00fd9347d55d82d839fb133ce61845fe99,4dbda4d07e4844417643aaa8ab84332c509f26748790b0b150f0f3df86cf1d9f,False,high,high
29,0x156,ABC291,RouteA,LocationC,22000,1731922672.2044077,99,54432,0.4041740152851264,4dbda4d07e4844417643aaa8ab84332c509f26748790b0b150f0f3df86cf1d9f,4ddce510c2d9a9569634618be70dd24637f74bb6de7aae79cb640da05d2cbcd2,False,high,high
30,0x156,ABC291,RouteA,LocationD,22000,1731922677.208944,114,56002,0.3928431127459733,4ddce510c2d9a9569634618be70dd24637f74bb6de7aae79cb640da05d2cbcd2,8d2a96a7461e62f3571cefb66a6f453af0604a9e7575007220d2f6a90a509945,True,high,high
31,0x156,ABC291,RouteA,LocationA,22000,1731922682.213274,55,57139,0.3850259892542746,8d2a96a7461e62f3571cefb66a6f453af0604a9e7575007220d2f6a90a509945,26f08e6d3d65c2918a2408e3e843f2b27fef5089875dca2737ad1729c80bec1a,False,high,high
32,0x156,ABC291,RouteA,LocationB,22000,1731922687.2062805,32,58833,0.3739397956928934,26f08e6d3d65c2918a2408e3e843f2b27fef5089875dca2737ad1729c80bec1a,1d6abd16041fe8231f55cde1a6076386faac983c1408298d5098d6c0f6a65e04,False,high,high
33,0x156,ABC291,RouteA,LocationC,22000,1731922692.2077398,54,59768,0.3680899477981528,1d6abd16041fe8231f55cde1a6076386faac983c1408298d5098d6c0f6a65e04,e3ac1263c0773d2d3d6b9476e77cbad61bb886cf464f27a23fd720a4bb943f6c,False,high,high
34,0x156,ABC291,RouteA,LocationD,22000,1731922697.2093964,81,60750,0.3621399176954732,e3ac1263c0773d2d3d6b9476e77cbad61bb886cf464f27a23fd720a4bb943f6c,42b923ea1febe0fe9374192956a7ecdebdd9c1854792cac202d3885d04db1915,False,high,high
35,0x156,ABC291,RouteD,LocationM,55000,1731922702.2088711,25,62521,0.8797044193151101,42b923ea1febe0fe9374192956a7ecdebdd9c1854792cac202d3885d04db1915,673e39848952f0f2d8b218825f5ccc15ec874d06a96d2bdf4c7321389c268cbe,False,high,high
36,0x156,ABC291,RouteD,LocationN,55000,1731922707.2086215,114,63671,0.8638155518210803,673e39848952f0f2d8b218825f5ccc15ec874d06a96d2bdf4c7321389c268cbe,ee6879d533706506904032041f7fa4c7c250ef56c88a7c07849bf1ffb8a541e4,True,high,high
37,0x156,ABC291,RouteD,LocationO,55000,1731922712.212005,39,64843,0.8482025816202211,ee6879d533706506904032041f7fa4c7c250ef56c88a7c07849bf1ffb8a541e4,8908ac0c647d5ccb97fefbe1034cbbac495cda17ca418366c0579b117bd89819,False,high,high
38,0x156,ABC291,RouteD,LocationP,55000,1731922717.2131236,68,66326,0.8292374031299943,8908ac0c647d5ccb97fefbe1034cbbac495cda17ca418366c0579b117bd89819,134ba8eda1be5248bc04f4daf8fd172e91c3cbc085e6b88190e7dca495200367,False,high,high
39,0x156,ABC291,RouteD,LocationQ,55000,1731922722.2150202,43,68301,0.8052590738056544,134ba8eda1be5248bc04f4daf8fd172e91c3cbc085e6b88190e7dca495200367,c18d734f0185435d7f3b4325d4052301079a46a2376d1301ae2c8e5457513677,False,high,high
40,0x156,ABC291,RouteD,LocationR,55000,1731922727.2159395,112,70685,0.7781000212209097,c18d734f0185435d7f3b4325d4052301079a46a2376d1301ae2c8e5457513677,08f3a3f8b72b77eb3c353b0ef46f1d9ccdc443c0c25d377efe6088e0a50c3f45,True,high,high
41,0x156,ABC291,RouteC,LocationH,40000,1731922732.2169647,57,72095,0.5548234967750885,08f3a3f8b72b77eb3c353b0ef46f1d9ccdc443c0c25d377efe6088e0a50c3f45,5c3b7cf90d9a251ede6f9d2652dd84b32f7705a88d700b6f7c2371d8294f4e42,False,high,high
42,0x156,ABC291,RouteC,LocationI,40000,1731922737.221674,138,73354,0.5453008697548872,5c3b7cf90d9a251ede6f9d2652dd84b32f7705a88d700b6f7c2371d8294f4e42,71696d08d88891879dc0ed9b6adfa59dd68f1bb129b453c944e7c0c9f8ca8525,True,high,high
43,0x156,ABC291,RouteC,LocationJ,40000,1731922742.2210112,125,74861,0.5343236130962717,71696d08d88891879dc0ed9b6adfa59dd68f1bb129b453c944e7c0c9f8ca8525,11b8546cee41df8f5366bca241e37b20c844d6aaae7c29d0b3788089eb24f9bc,True,high,high
44,0x156,ABC291,RouteC,LocationK,40000,1731922747.2215424,38,76998,0.5194940128315021,11b8546cee41df8f5366bca241e37b20c844d6aaae7c29d0b3788089eb24f9bc,b57a9f1e3059d58d1aa0e6922591d8a63a57561a0d21b5556567b0b74dcba433,False,high,high
45,0x156,ABC291,RouteC,LocationL,40000,1731922752.222325,117,79216,0.5049484952534842,b57a9f1e3059d58d1aa0e6922591d8a63a57561a0d21b5556567b0b74dcba433,44c5ecef4dea8e1cc84492742816c698107595075ef859333da14577c99c2251,True,high,high
46,0x156,ABC291,RouteA,LocationA,22000,1731922757.2266915,57,81572,0.2697003873878291,44c5ecef4dea8e1cc84492742816c698107595075ef859333da14577c99c2251,aee329f209236c595634664bcf8aa445bd4ea0a42703a0f2c35034f7802696dc,False,high,high
47,0x156,ABC291,RouteA,LocationB,22000,1731922762.2280748,63,82835,0.2655882175408945,aee329f209236c595634664bcf8aa445bd4ea0a42703a0f2c35034f7802696dc,de21a94650a198d459abe5c07ee3dcefab7e051773e8fcdacdcee3a87b4d3af0,False,high,high
48,0x156,ABC291,RouteA,LocationC,22000,1731922767.230275,104,85298,0.257919294707965,de21a94650a198d459abe5c07ee3dcefab7e051773e8fcdacdcee3a87b4d3af0,1882e22143a669646f0955357e105f07cbf06e5bc2a7e2e0fa2805a688f5cf6a,True,high,high
49,0x156,ABC291,RouteA,LocationD,22000,1731922772.2282362,36,87561,0.2512534119071276,1882e22143a669646f0955357e105f07cbf06e5bc2a7e2e0fa2805a688f5cf6a,3b8328efd5d91173ab78d7619099c8c2cdbe0c48e1d5161ff7eba4dc11eaf5a3,False,high,high
50,0x156,ABC291,RouteA,LocationA,22000,1731922777.2300556,78,89411,0.2460547359944525,3b8328efd5d91173ab78d7619099c8c2cdbe0c48e1d5161ff7eba4dc11eaf5a3,f8368c490b96cb393f2007e0eb96703f437aaaf2d3b650a0cb52539735325661,False,high,high
51,0x156,ABC291,RouteA,LocationB,22000,1731922782.2349207,44,91795,0.2396644697423607,f8368c490b96cb393f2007e0eb96703f437aaaf2d3b650a0cb52539735325661,af61bbaba2c1afaca07fb429f838f02f21bf622b1b59f0b0c0c29e518526c816,False,high,high
52,0x156,ABC291,RouteA,LocationC,22000,1731922787.234676,21,93727,0.2347242523499098,af61bbaba2c1afaca07fb429f838f02f21bf622b1b59f0b0c0c29e518526c816,5b3103bad4eaf3b6d5d2b1feb8572c7169a86876d4981ad2beca6ad9f68d2f5e,False,high,high
53,0x156,ABC291,RouteA,LocationD,22000,1731922792.244252,58,95653,0.2299980136535184,5b3103bad4eaf3b6d5d2b1feb8572c7169a86876d4981ad2beca6ad9f68d2f5e,d4f97960f44e62530beecc65fa85f2b86d31cbeea08b07e4604f919ad20a1e09,False,high,high
54,0x156,ABC291,RouteA,LocationA,22000,1731922797.2350645,144,98034,0.2244119387151396,d4f97960f44e62530beecc65fa85f2b86d31cbeea08b07e4604f919ad20a1e09,42dc812fbebbedcdce850c7145afb08d40d669dc11eb351528202f912e8fc246,True,high,high
55,0x156,ABC291,RouteA,LocationB,22000,1731922802.2385538,76,99856,0.2203172568498638,42dc812fbebbedcdce850c7145afb08d40d669dc11eb351528202f912e8fc246,9fc5b8daa2f0720c602f5025ebda6e537a7353a81584577b37cee47088528981,False,high,high
56,0x156,ABC291,RouteA,LocationC,22000,1731922807.2408364,25,102105,0.2154644728465795,9fc5b8daa2f0720c602f5025ebda6e537a7353a81584577b37cee47088528981,bbc0f558b0900bcd0bfd69b7b9afb66463735877b7799d19385f363c5295b7a0,False,high,high
57,0x156,ABC291,RouteA,LocationD,22000,1731922812.241853,99,104152,0.2112297411475535,bbc0f558b0900bcd0bfd69b7b9afb66463735877b7799d19385f363c5295b7a0,be128c738bd757f06bd1e0efefcd786ff6470ce8bd64d2125ceab77324032896,False,high,high
58,0x156,ABC291,RouteD,LocationM,55000,1731922817.2438798,72,105203,0.5227987795024857,be128c738bd757f06bd1e0efefcd786ff6470ce8bd64d2125ceab77324032896,b275618bcb3dc2a672f3410a368a97a77668d44ec8c818ad3e54c8d1476826b2,False,high,high
59,0x156,ABC291,RouteD,LocationN,55000,1731922822.246166,97,107157,0.5132655822764728,b275618bcb3dc2a672f3410a368a97a77668d44ec8c818ad3e54c8d1476826b2,04dea23e5b6b7cb8e2afdf4c07bb6ea8811884591881eee9bdee067beb058d9f,False,high,high
60,0x156,ABC291,RouteD,LocationO,55000,1731922827.24808,104,109537,0.502113441120352,04dea23e5b6b7cb8e2afdf4c07bb6ea8811884591881eee9bdee067beb058d9f,86add2a78d841d6c5fc893ace2a1f84a5a9d1451847ca739373b9a1a0baf7d9f,True,high,high
61,0x156,ABC291,RouteD,LocationP,55000,1731922832.2493634,47,110452,0.4979538623112302,86add2a78d841d6c5fc893ace2a1f84a5a9d1451847ca739373b9a1a0baf7d9f,b5b5f3ebbf187301245c13b87439b9814fcb8ae77d1c7ec4cf4bde24427de2f1,False,high,high
62,0x156,ABC291,RouteD,LocationQ,55000,1731922837.2506468,28,112303,0.4897464894081191,b5b5f3ebbf187301245c13b87439b9814fcb8ae77d1c7ec4cf4bde24427de2f1,64e416dd508aa8505450630e619dae767414fd72b33920b0d15efa77ebb83756,False,high,high
63,0x156,ABC291,RouteD,LocationR,55000,1731922842.2512193,100,114584,0.4799972072889757,64e416dd508aa8505450630e619dae767414fd72b33920b0d15efa77ebb83756,202ccb3891bfefda9da67c8667baafa47b9a60b304af66435d8bb25a23be27c4,True,high,high
64,0x156,ABC291,RouteC,LocationH,40000,1731922847.2533195,107,116572,0.3431355728648389,202ccb3891bfefda9da67c8667baafa47b9a60b304af66435d8bb25a23be27c4,82e07b8294337206841c40a91935d9159a2311a8a313f18aecc10fce51864d1a,True,high,high
65,0x156,ABC291,RouteC,LocationI,40000,1731922852.2545593,81,118290,0.338151999323696,82e07b8294337206841c40a91935d9159a2311a8a313f18aecc10fce51864d1a,d076753bb9f11f169dd4221213e477c4f61d927ca94810bdd652ba6dbf52395e,False,high,high
66,0x156,ABC291,RouteC,LocationJ,40000,1731922857.7613356,39,119605,0.3344341791731114,d076753bb9f11f169dd4221213e477c4f61d927ca94810bdd652ba6dbf52395e,033c3a507b00497ab14b3a75f0494b55b47eb8a5e50063657ee6b66650cbb70b,False,high,high
67,0x156,ABC291,RouteC,LocationK,40000,1731922863.2603357,145,121687,0.3287121878261441,033c3a507b00497ab14b3a75f0494b55b47eb8a5e50063657ee6b66650cbb70b,5eed482e11dd1919b85e7df70b1ec35d8609bbfd4553f76d8acfa782c3dcd849,True,high,high
68,0x156,ABC291,RouteC,LocationL,40000,1731922868.7747588,72,123405,0.3241359750415299,5eed482e11dd1919b85e7df70b1ec35d8609bbfd4553f76d8acfa782c3dcd849,6b37bfd645eb0cb4c4b14a489d9541b584adae352a9da93b514f9ead24c1d072,False,high,high
69,0x156,ABC291,RouteC,LocationH,40000,1731922873.7793074,26,124806,0.3204974119833982,6b37bfd645eb0cb4c4b14a489d9541b584adae352a9da93b514f9ead24c1d072,d48c8944b1480f796bc873da5aef56c3d50028f7a89670baae36e99e91b3e26d,False,high,high
70,0x156,ABC291,RouteC,LocationI,40000,1731922879.2942655,112,126561,0.316053128530906,d48c8944b1480f796bc873da5aef56c3d50028f7a89670baae36e99e91b3e26d,88e60f313ec7f63e93939c8c358ef35ce9ebbfe30154ae904f28d4ab184c5ba2,True,high,high
71,0x156,ABC291,RouteC,LocationJ,40000,1731922884.2906446,87,129000,0.3100775193798449,88e60f313ec7f63e93939c8c358ef35ce9ebbfe30154ae904f28d4ab184c5ba2,b65a63f9d01076ca0c670c7ad49ff79ee56ed41a81cc0bb668736ee4b69ce4c3,False,high,high
72,0x156,ABC291,RouteC,LocationK,40000,1731922889.7922428,107,130284,0.3070215836173283,b65a63f9d01076ca0c670c7ad49ff79ee56ed41a81cc0bb668736ee4b69ce4c3,5762de2bf55d314cee324955c82396ad7c5d8d547259b24e8db1ac62e44299ab,True,high,high
73,0x156,ABC291,RouteC,LocationL,40000,1731922894.793129,67,132616,0.3016227302889546,5762de2bf55d314cee324955c82396ad7c5d8d547259b24e8db1ac62e44299ab,626870b2d8ba892ef1a7b8bc175ad0c2f3e3aac1c327533d6e5d492383df3762,False,high,high
74,0x156,ABC291,RouteC,LocationH,40000,1731922899.8041174,132,133743,0.2990810734019724,626870b2d8ba892ef1a7b8bc175ad0c2f3e3aac1c327533d6e5d492383df3762,6af2406120a180e4d85d1b906ad3f9faff37d3fecac843edc97d3f6019e43e45,True,high,high
75,0x156,ABC291,RouteC,LocationI,40000,1731922904.8011892,90,134797,0.2967425091062857,6af2406120a180e4d85d1b906ad3f9faff37d3fecac843edc97d3f6019e43e45,607dc4837ab8e558f135ff6171dfca2d1aa431d46bfff36e3378d5bd010d3a40,False,high,high
76,0x156,ABC291,RouteC,LocationJ,40000,1731922909.8016105,141,136928,0.2921243281140453,607dc4837ab8e558f135ff6171dfca2d1aa431d46bfff36e3378d5bd010d3a40,3097acdfdba51054caf2c8767f0a2be1716351b6a6ce079d6bdc845743935840,True,high,high
77,0x156,ABC291,RouteC,LocationK,40000,1731922914.8051364,21,138789,0.2882072786748229,3097acdfdba51054caf2c8767f0a2be1716351b6a6ce079d6bdc845743935840,2df8bc02470079b6f0328de15f43c974ab5bd19f28e6214ce2f734a8a86d5ceb,False,high,high
78,0x156,ABC291,RouteC,LocationL,40000,1731922919.8043635,86,140572,0.2845516888142731,2df8bc02470079b6f0328de15f43c974ab5bd19f28e6214ce2f734a8a86d5ceb,8f3da91d3cf0a3892f48fdbbec670a2f65a8d95079a6acf4b6813b88fbd86b5a,False,high,high
79,0x156,ABC291,RouteC,LocationH,40000,1731922924.8127294,72,142678,0.280351560857315,8f3da91d3cf0a3892f48fdbbec670a2f65a8d95079a6acf4b6813b88fbd86b5a,1e4fb59e3014a8de350f71594c9478583309c3f38308be9004f85cc7d9a27ddc,False,high,high
