S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x150,ABC174,RouteA,LocationA,22000,1731922543.7136111,62,2792,7.879656160458452,0000000000000000000000000000000000000000000000000000000000000000,ac901141dec51ae7f8bdff37bb74e1d6c4f2777b9d5c591402f861fd107b3031,False,medium,medium
2,0x150,ABC174,RouteA,LocationB,22000,1731922549.7181904,55,3749,5.868231528407575,ac901141dec51ae7f8bdff37bb74e1d6c4f2777b9d5c591402f861fd107b3031,cfa9ef7182cd9dbebea7ecdabea343a4eaaa5024cbd163c0aec483a125118b65,False,medium,medium
3,0x150,ABC174,RouteA,LocationC,22000,1731922554.7203703,90,5997,3.668500917125229,cfa9ef7182cd9dbebea7ecdabea343a4eaaa5024cbd163c0aec483a125118b65,0002c448054e25e906680b64ee2e0a9e547af930e43c5efc1fd6a99fa024734c,False,high,high
4,0x150,ABC174,RouteA,LocationD,22000,1731922559.7283044,108,8456,2.601702932828761,0002c448054e25e906680b64ee2e0a9e547af930e43c5efc1fd6a99fa024734c,7ec25e106e36e2235ac0543fc9077295a41805ba7dab8a119215b48ec8f52971,True,high,high
5,0x150,ABC174,RouteB,LocationE,7000,1731922564.7332585,99,10500,0.6666666666666666,7ec25e106e36e2235ac0543fc9077295a41805ba7dab8a119215b48ec8f52971,6acf1ca4e8497d8237ae5add3d002023f649532efb2790a484bd3a0450bdd4f7,False,high,high
6,0x150,ABC174,RouteB,LocationF,7000,1731922569.725211,95,11611,0.6028765825510292,6acf1ca4e8497d8237ae5add3d002023f649532efb2790a484bd3a0450bdd4f7,2adef45274796cc768af507f7a675f123d407eb8a130525bc981ebc0c878bd1d,False,high,high
7,0x150,ABC174,RouteB,LocationG,7000,1731922574.7243233,59,12750,0.5490196078431373,2adef45274796cc768af507f7a675f123d407eb8a130525bc981ebc0c878bd1d,d72a8904363a24e83beab810fa1f67d03550daed7aa11dd36da80df48a07932e,False,high,high
8,0x150,ABC174,RouteD,LocationM,55000,1731922579.7264547,103,14878,3.696733431912892,d72a8904363a24e83beab810fa1f67d03550daed7aa11dd36da80df48a07932e,2d287955ca41d96d7ea43bdf01560090a562f9815eabc22ceb5ae0893db3a91a,True,high,high
9,0x150,ABC174,RouteD,LocationN,55000,1731922584.7273364,43,17289,3.1812134883451906,2d287955ca41d96d7ea43bdf01560090a562f9815eabc22ceb5ae0893db3a91a,beb49d9e5123b449a0712a09d41a65e192fdea6a0029208b05bb7251a0e41260,False,high,high
10,0x150,ABC174,RouteD,LocationO,55000,1731922589.727557,38,19473,2.824423560827813,beb49d9e5123b449a0712a09d41a65e192fdea6a0029208b05bb7251a0e41260,a59dadc0cfa6407686106ebc1bcf6e4cdd400236c69d59ad12c01fb884dcea68,False,high,high
11,0x150,ABC174,RouteD,LocationP,55000,1731922594.733934,85,21412,2.5686530917242667,a59dadc0cfa6407686106ebc1bcf6e4cdd400236c69d59ad12c01fb884dcea68,cbe8be8031f6c67c0ba77bb146dd8eb6930a492a22b556bb2ba476e243a8476c,False,high,high
12,0x150,ABC174,RouteD,LocationQ,55000,1731922599.7296002,90,23590,2.331496396778296,cbe8be8031f6c67c0ba77bb146dd8eb6930a492a22b556bb2ba476e243a8476c,cc271bbb06d9d77d9f8b696a3f56e4add2768074fec458f50d0822677e3bd52a,False,high,high
13,0x150,ABC174,RouteD,LocationR,55000,1731922604.731369,94,24999,2.2000880035201407,cc271bbb06d9d77d9f8b696a3f56e4add2768074fec458f50d0822677e3bd52a,c24757a0342dbbc28312bdad105957555eafb9e70aab1a06145b255b6e356c44,False,high,high
14,0x150,ABC174,RouteB,LocationE,7000,1731922609.7313583,56,26890,0.2603198214949795,c24757a0342dbbc28312bdad105957555eafb9e70aab1a06145b255b6e356c44,b7b99e839d716ea4b33e086779f38e4e2df548c258dea1eb5043c9bf23f2e7cf,False,high,high
15,0x150,ABC174,RouteB,LocationF,7000,1731922614.732123,89,29043,0.2410219329959026,b7b99e839d716ea4b33e086779f38e4e2df548c258dea1eb5043c9bf23f2e7cf,a344fe2c730c69fdcb934baef2cc1beeb8e4deb4a8deaa8a3edc7cf2a652c891,False,high,high
16,0x150,ABC174,RouteB,LocationG,7000,1731922619.7339368,112,31214,0.2242583456141475,a344fe2c730c69fdcb934baef2cc1beeb8e4deb4a8deaa8a3edc7cf2a652c891,5a8a586ac1f00771e5f83f926852d9d51810e1b03c1580cc5b39aaa1cb2b0e26,True,high,high
17,0x150,ABC174,RouteD,LocationM,55000,1731922624.7341318,31,32651,1.6844813328841384,5a8a586ac1f00771e5f83f926852d9d51810e1b03c1580cc5b39aaa1cb2b0e26,54e58c16ec71b54887d82e40e22d5055d10e66b24455dd0798dfee855e8c84f2,False,high,high
18,0x150,ABC174,RouteD,LocationN,55000,1731922629.734565,91,34135,1.6112494507104145,54e58c16ec71b54887d82e40e22d5055d10e66b24455dd0798dfee855e8c84f2,d956dcebe88de59b6a3a5fd09292563d29316ecb82b89e829b68caa6b24b20d7,False,high,high
