S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x112,ABC127,RouteB,LocationE,7000,1731922532.1595757,62,3436,2.0372526193247964,0000000000000000000000000000000000000000000000000000000000000000,d15660ce6fd25e4f964226576af03ef0a25bf16b63a0a02322a8f9f54187e576,False,high,high
2,0x112,ABC127,RouteB,LocationF,7000,1731922537.663246,79,4823,1.4513788098693758,d15660ce6fd25e4f964226576af03ef0a25bf16b63a0a02322a8f9f54187e576,72cd53d3cf1036f71eddd89f59c698abe6fc8c1f4da1f6e3c83a59989686ccbe,False,high,high
3,0x112,ABC127,RouteB,LocationG,7000,1731922543.1766849,105,7009,0.9987159366528748,72cd53d3cf1036f71eddd89f59c698abe6fc8c1f4da1f6e3c83a59989686ccbe,772524c1e96d47a18051c61d0db15b0e2918d077e010f5d1716b2c54e6a1f38b,True,high,high
4,0x112,ABC127,RouteA,LocationA,22000,1731922548.1760664,54,8025,2.741433021806853,772524c1e96d47a18051c61d0db15b0e2918d077e010f5d1716b2c54e6a1f38b,046e1ac00bf8f01ad7141cb303c42a4e6bcffa9b0e394b65961acbf821a6b9f4,False,high,high
5,0x112,ABC127,RouteA,LocationB,22000,1731922553.685817,46,10010,2.197802197802198,046e1ac00bf8f01ad7141cb303c42a4e6bcffa9b0e394b65961acbf821a6b9f4,dcab7d7e6c1968836dee18e6582d5b2baba83b4d61e155a00436902b774b7eb6,False,high,high
6,0x112,ABC127,RouteA,LocationC,22000,1731922558.6877587,30,11952,1.840696117804552,dcab7d7e6c1968836dee18e6582d5b2baba83b4d61e155a00436902b774b7eb6,2e2f61f56e38321444ebe17925fe89b2e5d32221e1a9989a188fb8e8572dd43a,False,high,high
7,0x112,ABC127,RouteA,LocationD,22000,1731922563.6893008,81,13049,1.6859529465859453,2e2f61f56e38321444ebe17925fe89b2e5d32221e1a9989a188fb8e8572dd43a,dbf03da6934816d3b413c21a037967d5995b49c22f078e62c15734205714219b,False,high,high
8,0x112,ABC127,RouteD,LocationM,55000,1731922568.6913152,98,14739,3.731596444806296,dbf03da6934816d3b413c21a037967d5995b49c22f078e62c15734205714219b,811e95951c9743942118fe174c16a854a3221ced991ebe11569d0d884ff0053b,False,high,high
9,0x112,ABC127,RouteD,LocationN,55000,1731922573.69135,133,16231,3.388577413591276,811e95951c9743942118fe174c16a854a3221ced991ebe11569d0d884ff0053b,60c8a0415cdff47e8172c57db4f4b14d827d36d959e174adfa8d550d72a316df,True,high,high
10,0x112,ABC127,RouteD,LocationO,55000,1731922578.6918387,109,18651,2.9489035440458955,60c8a0415cdff47e8172c57db4f4b14d827d36d959e174adfa8d550d72a316df,145e10aa2d19e40fbab63246aa0f613b9613647e1557274cb669d9577504c65c,True,high,high
11,0x112,ABC127,RouteD,LocationP,55000,1731922583.69268,41,21022,2.6163067262867474,145e10aa2d19e40fbab63246aa0f613b9613647e1557274cb669d9577504c65c,4b72abf8afd562a02da12102669ca2040edf7aef44452abe0312037e76814d1f,False,high,high
