S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x106,ABC289,RouteC,LocationH,40000,1731922532.1615734,96,1929,20.73613271124935,0000000000000000000000000000000000000000000000000000000000000000,af0f17d982360861753c562531775472d76cf1966d2e9a8df537831ef3e408e0,False,low,low
2,0x106,ABC289,RouteC,LocationI,40000,1731922538.6770244,47,3840,10.416666666666666,af0f17d982360861753c562531775472d76cf1966d2e9a8df537831ef3e408e0,cf32290cb69cb07fca27696acd3a9e97ed441be73a63b3d4478b7202ed617f25,False,low,low
3,0x106,ABC289,RouteC,LocationJ,40000,1731922543.6719832,24,6143,6.511476477291226,cf32290cb69cb07fca27696acd3a9e97ed441be73a63b3d4478b7202ed617f25,d38ead6c468fe94aad217fa2bfb3f693ef81ee490c4b8fed50d25e37e8b5ae7b,False,low,low
4,0x106,ABC289,RouteC,LocationK,40000,1731922549.180081,101,7122,5.616399887672002,d38ead6c468fe94aad217fa2bfb3f693ef81ee490c4b8fed50d25e37e8b5ae7b,7987540057c0e76b45448cd3486373a0b38c28e90541d749496aaf69934e5234,True,high,high
5,0x106,ABC289,RouteC,LocationL,40000,1731922555.1798458,55,9178,4.358247984310308,7987540057c0e76b45448cd3486373a0b38c28e90541d749496aaf69934e5234,40425b15c80ae52f6ef21bda8de2718f733f46a5af41f710588fa0f83a563bf1,False,high,high
6,0x106,ABC289,RouteB,LocationE,7000,1731922560.1838586,49,10821,0.6468903058867018,40425b15c80ae52f6ef21bda8de2718f733f46a5af41f710588fa0f83a563bf1,3f35e67089351af9b0aedf5be71a8979563e208d6e68cb493e6dee2fa0b013da,False,high,high
7,0x106,ABC289,RouteB,LocationF,7000,1731922565.1893425,117,11955,0.5855290673358428,3f35e67089351af9b0aedf5be71a8979563e208d6e68cb493e6dee2fa0b013da,b7d22b35adef1c64f9820a7c324be5286b281b12f7ce0ff1adc062ee5da45b4b,True,high,high
8,0x106,ABC289,RouteB,LocationG,7000,1731922570.1899543,106,13156,0.5320766190331407,b7d22b35adef1c64f9820a7c324be5286b281b12f7ce0ff1adc062ee5da45b4b,cc370643ec6e413844b6926d3e19d6279aad036ccab2497c8ef2031e4b00e7fe,True,high,high
9,0x106,ABC289,RouteC,LocationH,40000,1731922575.1924613,67,14771,2.7080089364294904,cc370643ec6e413844b6926d3e19d6279aad036ccab2497c8ef2031e4b00e7fe,fb14db778b909007bd2aa10b8d7f4a95abcdd4272b90b250366dcda1a99e8e32,False,high,high
10,0x106,ABC289,RouteC,LocationI,40000,1731922580.1930523,62,16580,2.41254523522316,fb14db778b909007bd2aa10b8d7f4a95abcdd4272b90b250366dcda1a99e8e32,0e0d3b16a6b25d85f8d9d8030f29a643533419db82ac3347e47ea4a1effe925a,False,high,high
11,0x106,ABC289,RouteC,LocationJ,40000,1731922585.1961365,130,18635,2.1464985242822645,0e0d3b16a6b25d85f8d9d8030f29a643533419db82ac3347e47ea4a1effe925a,5a69467b5cd25ee5d61356ad55d8189263563bd5ae2ff08040e57d7dced6f251,True,high,high
12,0x106,ABC289,RouteC,LocationK,40000,1731922590.1949916,97,20477,1.9534111442105777,5a69467b5cd25ee5d61356ad55d8189263563bd5ae2ff08040e57d7dced6f251,48906632cd04b9d3c1cc5665f6cd02613d680afed9381431e6f8e24fa96829d3,False,high,high
13,0x106,ABC289,RouteC,LocationL,40000,1731922595.1960351,89,22714,1.7610284406093155,48906632cd04b9d3c1cc5665f6cd02613d680afed9381431e6f8e24fa96829d3,72f47ad4eb137706187fd37040933c51714835ae060c4801f87be5bc5ef3cdbd,False,high,high
