S.no,Owner,License Plate,Current Route,Location,Distance (m),Time,Static Time (s),Total Time (s),Velocity (m/sec),Previous Hash,Hash,vehicle is in traffic (y/n),vehicle_frequency,traffic_frequency
1,0x144,ABC636,RouteA,LocationA,22000,1731922531.6668785,87,2824,7.790368271954674,0000000000000000000000000000000000000000000000000000000000000000,8d9d5b63994cd5b11e5eaf614522433b7ee6ddf7a4482b6344f72348387c8f60,False,medium,medium
2,0x144,ABC636,RouteA,LocationB,22000,1731922538.6637366,122,4440,4.954954954954955,8d9d5b63994cd5b11e5eaf614522433b7ee6ddf7a4482b6344f72348387c8f60,4eb98927fa4d1717c3f3a94326262aad6db809e46c66788fa0680db28be4856b,True,high,high
3,0x144,ABC636,RouteA,LocationC,22000,1731922543.6703348,109,5958,3.6925142665323936,4eb98927fa4d1717c3f3a94326262aad6db809e46c66788fa0680db28be4856b,85e3c57bc97dc7f3374cdb4674236594cb5ddd8d26e2f06a114e44f5a03404cd,True,high,high
4,0x144,ABC636,RouteA,LocationD,22000,1731922548.672166,42,7845,2.804333970681963,85e3c57bc97dc7f3374cdb4674236594cb5ddd8d26e2f06a114e44f5a03404cd,a9772532f0bcf10b317cf20b845fc91b3fe9bb30418745f6b0bc23a580bda8ac,False,high,high
5,0x144,ABC636,RouteB,LocationE,7000,1731922554.179207,21,9618,0.727802037845706,a9772532f0bcf10b317cf20b845fc91b3fe9bb30418745f6b0bc23a580bda8ac,745604dbffd48670fba3f581b7861aa334b0669aab82dac1975fd2d16e4b9e86,False,high,high
6,0x144,ABC636,RouteB,LocationF,7000,1731922559.7021685,90,11459,0.6108735491753207,745604dbffd48670fba3f581b7861aa334b0669aab82dac1975fd2d16e4b9e86,47377e7190f9111d58095d6924c0cfffb368b3079a6f6d44e5989f217e27050d,False,high,high
7,0x144,ABC636,RouteB,LocationG,7000,1731922564.7099707,94,13179,0.531148038546172,47377e7190f9111d58095d6924c0cfffb368b3079a6f6d44e5989f217e27050d,44e64797081cfbce767dd818761c3de7e44489ea3a9777f528887dd7841caf8b,False,high,high
8,0x144,ABC636,RouteD,LocationM,55000,1731922569.6901226,130,15672,3.50944359367024,44e64797081cfbce767dd818761c3de7e44489ea3a9777f528887dd7841caf8b,78a6210b54afe8fc06f1b661c07d0ffb86e6b5ed18ac469bc906719ef4f9e1f3,True,high,high
9,0x144,ABC636,RouteD,LocationN,55000,1731922574.6929867,25,17841,3.0827868393027296,78a6210b54afe8fc06f1b661c07d0ffb86e6b5ed18ac469bc906719ef4f9e1f3,a75650d885aedf69b3e8b6a5b6de96c1b472a597fd9c08d3e9ad18a796a8fadc,False,high,high
10,0x144,ABC636,RouteD,LocationO,55000,1731922579.6950858,100,19538,2.815027126625038,a75650d885aedf69b3e8b6a5b6de96c1b472a597fd9c08d3e9ad18a796a8fadc,09264eaef8ec930efce1e4706bcff5bd62629fa174dc2e3e0e953a0613acfc77,True,high,high
